zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,7298,32.59,
JAWA_TIMUR,2020-09-21,2670,11.92,
JAWA_BARAT,2020-09-21,2319,10.36,
JAWA_TENGAH,2020-09-21,1985,8.86,
ACEH,2020-09-21,1124,5.02,
KALIMANTAN_TIMUR,2020-09-21,757,3.38,
KALIMANTAN_SELATAN,2020-09-21,752,3.36,
BALI,2020-09-21,636,2.84,
SUMATERA_UTARA,2020-09-21,545,2.43,
RIAU,2020-09-21,501,2.24,
SUMATERA_BARAT,2020-09-21,499,2.23,
SULAWESI_SELATAN,2020-09-21,436,1.95,
KEPULAUAN_RIAU,2020-09-21,336,1.50,
KALIMANTAN_TENGAH,2020-09-21,280,1.25,
BANTEN,2020-09-21,255,1.14,
SUMATERA_SELATAN,2020-09-21,242,1.08,
PAPUA_BARAT,2020-09-21,226,1.01,
MALUKU_UTARA,2020-09-21,193,0.86,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,188,0.84,
SULAWESI_UTARA,2020-09-21,163,0.73,
PAPUA,2020-09-21,156,0.70,
GORONTALO,2020-09-21,124,0.55,
MALUKU,2020-09-21,119,0.53,
SULAWESI_TENGGARA,2020-09-21,103,0.46,
NUSA_TENGGARA_BARAT,2020-09-21,98,0.44,
BENGKULU,2020-09-20,70,0.31,
KALIMANTAN_BARAT,2020-09-21,65,0.29,
NUSA_TENGGARA_TIMUR,2020-09-20,59,0.26,
LAMPUNG,2020-09-21,57,0.25,
SULAWESI_BARAT,2020-09-21,36,0.16,
KALIMANTAN_UTARA,2020-09-21,29,0.13,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,29,0.13,
JAMBI,2020-09-20,22,0.10,
SULAWESI_TENGAH,2020-09-21,3,0.01,
