zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,743,,11058944
PAPUA_BARAT,2020-09-21,450,,735514
PAPUA,2020-09-21,347,,1740450
RIAU,2020-09-21,280,,5492714
KALIMANTAN_TIMUR,2020-09-21,263,,3439150
SULAWESI_TENGGARA,2020-09-21,224,,1487542
ACEH,2020-09-21,208,,3856404
SUMATERA_BARAT,2020-09-21,184,,5135071
KEPULAUAN_RIAU,2020-09-21,169,,1744063
MALUKU,2020-09-21,142,,1054437
BALI,2020-09-21,136,,4247341
KALIMANTAN_TENGAH,2020-09-21,131,,2251078
KALIMANTAN_SELATAN,2020-09-21,123,,3215366
SULAWESI_SELATAN,2020-09-21,117,,8340621
GORONTALO,2020-09-21,115,,1068216
NATIONAL,2020-09-21,111,,245596822
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,103,,3656108
BANTEN,2020-09-21,85,,10451189
MALUKU_UTARA,2020-09-21,80,,885950
SULAWESI_UTARA,2020-09-21,71,,2154904
SUMATERA_UTARA,2020-09-21,69,,13181814
JAWA_BARAT,2020-09-21,65,,45485037
JAWA_TIMUR,2020-09-21,65,,40531918
BENGKULU,2020-09-20,56,,1248241
JAWA_TENGAH,2020-09-21,50,,36461504
SUMATERA_SELATAN,2020-09-21,50,,7467555
NUSA_TENGGARA_BARAT,2020-09-21,35,,4736032
KALIMANTAN_UTARA,2020-09-21,32,,560965
NUSA_TENGGARA_TIMUR,2020-09-20,27,,3096127
SULAWESI_BARAT,2020-09-21,27,,1256533
SULAWESI_TENGAH,2020-09-21,24,,2047415
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,22,,1330690
JAMBI,2020-09-20,21,,3080619
KALIMANTAN_BARAT,2020-09-21,20,,4641876
LAMPUNG,2020-09-21,15,,8455434
