zone,last_update,value,percentage,population
RIAU,2020-09-21,1006,24.53,
DKI_JAKARTA,2020-09-21,769,18.75,
BANTEN,2020-09-21,616,15.02,
JAWA_BARAT,2020-09-21,613,14.95,
SULAWESI_SELATAN,2020-09-21,522,12.73,
PAPUA,2020-09-21,433,10.56,
SUMATERA_BARAT,2020-09-21,424,10.34,
SUMATERA_UTARA,2020-09-21,324,7.90,
SULAWESI_TENGGARA,2020-09-21,224,5.46,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,181,4.41,
KALIMANTAN_TIMUR,2020-09-21,118,2.88,
SUMATERA_SELATAN,2020-09-21,110,2.68,
PAPUA_BARAT,2020-09-21,103,2.51,
LAMPUNG,2020-09-21,60,1.46,
NUSA_TENGGARA_BARAT,2020-09-21,55,1.34,
SULAWESI_TENGAH,2020-09-21,46,1.12,
JAMBI,2020-09-20,42,1.02,
MALUKU,2020-09-21,30,0.73,
KALIMANTAN_BARAT,2020-09-21,26,0.63,
NUSA_TENGGARA_TIMUR,2020-09-20,25,0.61,
KALIMANTAN_TENGAH,2020-09-21,1,0.02,
BENGKULU,2020-09-20,-1,-0.02,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,-1,-0.02,
SULAWESI_BARAT,2020-09-21,-2,-0.05,
GORONTALO,2020-09-21,-3,-0.07,
KALIMANTAN_UTARA,2020-09-21,-11,-0.27,
SULAWESI_UTARA,2020-09-21,-19,-0.46,
KEPULAUAN_RIAU,2020-09-21,-48,-1.17,
BALI,2020-09-21,-103,-2.51,
MALUKU_UTARA,2020-09-21,-124,-3.02,
JAWA_TIMUR,2020-09-21,-215,-5.24,
JAWA_TENGAH,2020-09-21,-263,-6.41,
ACEH,2020-09-21,-360,-8.78,
KALIMANTAN_SELATAN,2020-09-21,-370,-9.02,
