zone,last_update,value,percentage,population
SULAWESI_TENGAH,2020-09-21,92.00,,
PAPUA,2020-09-21,71.69,,
BANTEN,2020-09-21,69.21,,
SULAWESI_TENGGARA,2020-09-21,67.27,,
RIAU,2020-09-21,65.37,,
JAMBI,2020-09-20,64.62,,
SULAWESI_SELATAN,2020-09-21,53.54,,
LAMPUNG,2020-09-21,48.78,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,48.14,,
SUMATERA_BARAT,2020-09-21,44.96,,
SUMATERA_UTARA,2020-09-21,35.64,,
NUSA_TENGGARA_BARAT,2020-09-21,33.33,,
PAPUA_BARAT,2020-09-21,31.12,,
NUSA_TENGGARA_TIMUR,2020-09-20,29.76,,
SUMATERA_SELATAN,2020-09-21,29.65,,
KALIMANTAN_BARAT,2020-09-21,28.26,,
JAWA_BARAT,2020-09-21,20.77,,
MALUKU,2020-09-21,20.00,,
NATIONAL,2020-09-21,15.01,,
KALIMANTAN_TIMUR,2020-09-21,13.04,,
DKI_JAKARTA,2020-09-21,9.36,,
KALIMANTAN_TENGAH,2020-09-21,0.34,,
BENGKULU,2020-09-20,-1.43,,
GORONTALO,2020-09-21,-2.44,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,-3.45,,
SULAWESI_BARAT,2020-09-21,-5.88,,
JAWA_TIMUR,2020-09-21,-8.13,,
SULAWESI_UTARA,2020-09-21,-12.50,,
JAWA_TENGAH,2020-09-21,-14.29,,
KEPULAUAN_RIAU,2020-09-21,-16.33,,
BALI,2020-09-21,-17.88,,
ACEH,2020-09-21,-44.89,,
KALIMANTAN_UTARA,2020-09-21,-61.11,,
KALIMANTAN_SELATAN,2020-09-21,-93.91,,
MALUKU_UTARA,2020-09-21,-174.65,,
