zone,last_update,value,percentage,population
PAPUA,2020-09-21,249,,1740450
RIAU,2020-09-21,183,,5492714
SULAWESI_TENGGARA,2020-09-21,151,,1487542
PAPUA_BARAT,2020-09-21,140,,735514
SUMATERA_BARAT,2020-09-21,83,,5135071
DKI_JAKARTA,2020-09-21,70,,11058944
SULAWESI_SELATAN,2020-09-21,63,,8340621
BANTEN,2020-09-21,59,,10451189
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,50,,3656108
KALIMANTAN_TIMUR,2020-09-21,34,,3439150
MALUKU,2020-09-21,28,,1054437
SUMATERA_UTARA,2020-09-21,25,,13181814
SULAWESI_TENGAH,2020-09-21,22,,2047415
NATIONAL,2020-09-21,17,,245596822
SUMATERA_SELATAN,2020-09-21,15,,7467555
JAMBI,2020-09-20,14,,3080619
JAWA_BARAT,2020-09-21,13,,45485037
NUSA_TENGGARA_BARAT,2020-09-21,12,,4736032
NUSA_TENGGARA_TIMUR,2020-09-20,8,,3096127
LAMPUNG,2020-09-21,7,,8455434
KALIMANTAN_BARAT,2020-09-21,6,,4641876
KALIMANTAN_TENGAH,2020-09-21,0,,2251078
BENGKULU,2020-09-20,-1,,1248241
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,-1,,1330690
SULAWESI_BARAT,2020-09-21,-2,,1256533
GORONTALO,2020-09-21,-3,,1068216
JAWA_TIMUR,2020-09-21,-5,,40531918
JAWA_TENGAH,2020-09-21,-7,,36461504
SULAWESI_UTARA,2020-09-21,-9,,2154904
KALIMANTAN_UTARA,2020-09-21,-20,,560965
BALI,2020-09-21,-24,,4247341
KEPULAUAN_RIAU,2020-09-21,-28,,1744063
ACEH,2020-09-21,-93,,3856404
KALIMANTAN_SELATAN,2020-09-21,-115,,3215366
MALUKU_UTARA,2020-09-21,-140,,885950
