zone,last_update,value,percentage,population
JAWA_TIMUR,2020-08-06,76,36.89,
DKI_JAKARTA,2020-08-06,41,19.90,
JAWA_TENGAH,2020-08-06,36,17.48,
SUMATERA_SELATAN,2020-08-06,10,4.85,
SULAWESI_SELATAN,2020-08-06,9,4.37,
SUMATERA_UTARA,2020-08-06,9,4.37,
JAWA_BARAT,2020-08-06,6,2.91,
NUSA_TENGGARA_BARAT,2020-08-06,5,2.43,
KALIMANTAN_TENGAH,2020-08-06,4,1.94,
BANTEN,2020-08-06,2,0.97,
GORONTALO,2020-08-06,2,0.97,
KALIMANTAN_TIMUR,2020-08-06,2,0.97,
MALUKU,2020-08-06,2,0.97,
SULAWESI_TENGGARA,2020-08-06,2,0.97,
ACEH,2020-08-06,1,0.49,
BENGKULU,2020-08-06,1,0.49,
KALIMANTAN_SELATAN,2020-08-06,1,0.49,
PAPUA,2020-08-06,1,0.49,
SULAWESI_UTARA,2020-08-06,1,0.49,
BALI,2020-08-06,0,0.00,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,0,0.00,
JAMBI,2020-08-05,0,0.00,
KALIMANTAN_BARAT,2020-08-06,0,0.00,
KALIMANTAN_UTARA,2020-08-06,0,0.00,
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,0,0.00,
KEPULAUAN_RIAU,2020-08-05,0,0.00,
LAMPUNG,2020-08-06,0,0.00,
MALUKU_UTARA,2020-08-06,0,0.00,
NUSA_TENGGARA_TIMUR,2020-08-05,0,0.00,
PAPUA_BARAT,2020-08-06,0,0.00,
RIAU,2020-08-06,0,0.00,
SULAWESI_BARAT,2020-08-06,0,0.00,
SULAWESI_TENGAH,2020-08-05,0,0.00,
SUMATERA_BARAT,2020-08-06,0,0.00,
