zone,last_update,value,percentage,population
ACEH,2020-08-09,98.97,,
JAMBI,2020-08-08,94.12,,
KEPULAUAN_RIAU,2020-08-09,94.12,,
MALUKU_UTARA,2020-08-09,92.68,,
MALUKU,2020-08-09,88.99,,
SUMATERA_BARAT,2020-08-09,82.35,,
RIAU,2020-08-09,78.38,,
BANTEN,2020-08-09,73.75,,
PAPUA_BARAT,2020-08-09,70.00,,
JAWA_BARAT,2020-08-09,68.76,,
KALIMANTAN_UTARA,2020-08-09,66.67,,
SULAWESI_TENGGARA,2020-08-09,56.52,,
SULAWESI_BARAT,2020-08-08,53.33,,
KALIMANTAN_BARAT,2020-08-09,43.75,,
KALIMANTAN_TIMUR,2020-08-09,40.86,,
SUMATERA_UTARA,2020-08-09,34.80,,
DKI_JAKARTA,2020-08-09,27.86,,
SULAWESI_SELATAN,2020-08-09,27.72,,
JAWA_TENGAH,2020-08-09,24.78,,
BALI,2020-08-09,24.44,,
NUSA_TENGGARA_BARAT,2020-08-09,24.24,,
KALIMANTAN_TENGAH,2020-08-09,22.56,,
NATIONAL,2020-08-09,17.07,,
JAWA_TIMUR,2020-08-09,-13.42,,
BENGKULU,2020-08-09,-16.67,,
LAMPUNG,2020-08-08,-22.22,,
KALIMANTAN_SELATAN,2020-08-09,-28.27,,
SULAWESI_TENGAH,2020-08-07,-33.33,,
GORONTALO,2020-08-09,-61.60,,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,-75.00,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,-79.07,,
SULAWESI_UTARA,2020-08-09,-102.44,,
SUMATERA_SELATAN,2020-08-09,-163.04,,
PAPUA,2020-08-09,-406.15,,
NUSA_TENGGARA_TIMUR,2020-08-05,-800.00,,
