zone,last_update,value,percentage,population
MALUKU_UTARA,2020-08-06,2525.00,,
NUSA_TENGGARA_TIMUR,2020-08-05,900.00,,
KALIMANTAN_UTARA,2020-08-06,714.29,,
LAMPUNG,2020-08-06,400.00,,
BENGKULU,2020-08-06,340.00,,
KALIMANTAN_BARAT,2020-08-06,228.57,,
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,225.00,,
GORONTALO,2020-08-06,197.25,,
PAPUA,2020-08-06,157.69,,
PAPUA_BARAT,2020-08-06,153.12,,
SULAWESI_TENGAH,2020-08-05,150.00,,
SULAWESI_UTARA,2020-08-06,135.53,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,134.04,,
JAWA_TENGAH,2020-08-06,129.32,,
BALI,2020-08-06,123.48,,
JAWA_TIMUR,2020-08-06,104.85,,
SUMATERA_SELATAN,2020-08-06,98.64,,
SULAWESI_SELATAN,2020-08-06,87.06,,
KALIMANTAN_TIMUR,2020-08-06,86.50,,
SULAWESI_TENGGARA,2020-08-06,84.57,,
NATIONAL,2020-08-08,81.68,,
KALIMANTAN_TENGAH,2020-08-06,75.90,,
NUSA_TENGGARA_BARAT,2020-08-06,74.32,,
SUMATERA_UTARA,2020-08-06,72.89,,
KALIMANTAN_SELATAN,2020-08-06,71.25,,
JAWA_BARAT,2020-08-06,70.20,,
DKI_JAKARTA,2020-08-06,64.24,,
BANTEN,2020-08-06,51.14,,
MALUKU,2020-08-06,33.72,,
SUMATERA_BARAT,2020-08-06,26.56,,
RIAU,2020-08-06,24.35,,
SULAWESI_BARAT,2020-08-06,15.38,,
JAMBI,2020-08-05,4.17,,
ACEH,2020-08-06,0.00,,
KEPULAUAN_RIAU,2020-08-05,0.00,,
