zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-09,499,44.00,
JAWA_BARAT,2020-08-09,394,34.74,
SUMATERA_UTARA,2020-08-09,119,10.49,
JAWA_TENGAH,2020-08-09,114,10.05,
MALUKU,2020-08-09,97,8.55,
ACEH,2020-08-09,96,8.47,
RIAU,2020-08-09,87,7.67,
SUMATERA_BARAT,2020-08-09,84,7.41,
SULAWESI_SELATAN,2020-08-09,79,6.97,
KALIMANTAN_TIMUR,2020-08-09,76,6.70,
MALUKU_UTARA,2020-08-09,76,6.70,
BANTEN,2020-08-09,59,5.20,
PAPUA_BARAT,2020-08-09,42,3.70,
SULAWESI_TENGGARA,2020-08-09,39,3.44,
BALI,2020-08-09,33,2.91,
KEPULAUAN_RIAU,2020-08-09,32,2.82,
KALIMANTAN_TENGAH,2020-08-09,30,2.65,
JAMBI,2020-08-08,16,1.41,
NUSA_TENGGARA_BARAT,2020-08-09,16,1.41,
SULAWESI_BARAT,2020-08-08,16,1.41,
KALIMANTAN_BARAT,2020-08-09,7,0.62,
KALIMANTAN_UTARA,2020-08-09,2,0.18,
SULAWESI_TENGAH,2020-08-07,-1,-0.09,
BENGKULU,2020-08-09,-2,-0.18,
LAMPUNG,2020-08-08,-2,-0.18,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,-3,-0.26,
NUSA_TENGGARA_TIMUR,2020-08-05,-8,-0.71,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,-34,-3.00,
KALIMANTAN_SELATAN,2020-08-09,-67,-5.91,
GORONTALO,2020-08-09,-77,-6.79,
SULAWESI_UTARA,2020-08-09,-84,-7.41,
SUMATERA_SELATAN,2020-08-09,-150,-13.23,
JAWA_TIMUR,2020-08-09,-163,-14.37,
PAPUA,2020-08-09,-264,-23.28,
