zone,last_update,value,percentage,population
MALUKU,2020-08-06,52,,1054437
DKI_JAKARTA,2020-08-06,39,,11058944
KALIMANTAN_SELATAN,2020-08-06,21,,3215366
SULAWESI_BARAT,2020-08-06,18,,1256533
RIAU,2020-08-06,16,,5492714
SULAWESI_TENGGARA,2020-08-06,15,,1487542
ACEH,2020-08-06,13,,3856404
SUMATERA_BARAT,2020-08-06,9,,5135071
JAMBI,2020-08-05,7,,3080619
KALIMANTAN_TENGAH,2020-08-06,7,,2251078
KALIMANTAN_TIMUR,2020-08-06,6,,3439150
SULAWESI_SELATAN,2020-08-06,6,,8340621
SUMATERA_UTARA,2020-08-06,5,,13181814
BANTEN,2020-08-06,4,,10451189
KEPULAUAN_RIAU,2020-08-05,4,,1744063
NUSA_TENGGARA_BARAT,2020-08-06,3,,4736032
JAWA_BARAT,2020-08-06,2,,45485037
NATIONAL,2020-08-07,2,,245596822
SULAWESI_TENGAH,2020-08-05,-0,,2047415
LAMPUNG,2020-08-06,-1,,8455434
SUMATERA_SELATAN,2020-08-06,-1,,7467555
KALIMANTAN_BARAT,2020-08-06,-2,,4641876
JAWA_TIMUR,2020-08-06,-3,,40531918
NUSA_TENGGARA_TIMUR,2020-08-05,-3,,3096127
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,-4,,3656108
JAWA_TENGAH,2020-08-06,-4,,36461504
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,-4,,1330690
BALI,2020-08-06,-6,,4247341
BENGKULU,2020-08-06,-10,,1248241
SULAWESI_UTARA,2020-08-06,-13,,2154904
PAPUA_BARAT,2020-08-06,-23,,735514
PAPUA,2020-08-06,-26,,1740450
KALIMANTAN_UTARA,2020-08-06,-77,,560965
GORONTALO,2020-08-06,-101,,1068216
MALUKU_UTARA,2020-08-06,-547,,885950
