date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-28,5,5,0,0,0,0,5,5
2020-04-11,31,26,5,5,3,3,23,18
2020-04-25,97,66,21,16,11,8,65,42
2020-05-09,286,189,55,34,18,7,213,148
2020-05-23,443,157,176,121,25,7,242,29
2020-06-06,618,175,336,160,27,2,255,13
2020-06-20,703,85,497,161,30,3,176,-79
2020-07-04,762,59,624,127,31,1,107,-69
2020-07-18,817,55,696,72,32,1,89,-18
2020-08-01,948,131,760,64,34,2,154,65
2020-08-15,1337,389,888,128,38,4,411,257
2020-08-29,1978,641,1157,269,55,17,766,355
2020-09-12,3264,1286,1740,583,67,12,1457,691
2020-09-13,3387,123,1763,23,70,3,1554,97
