date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0
2020-04-11,70,70,14,14,0,0,56,56
2020-04-25,174,104,64,50,2,2,108,52
2020-05-09,297,123,191,127,2,0,104,-4
2020-05-23,379,82,280,89,2,0,97,-7
2020-06-06,548,169,364,84,3,1,181,84
2020-06-20,1001,453,582,218,5,2,414,233
2020-07-04,1783,782,932,350,16,11,835,421
2020-07-18,2669,886,1867,935,34,18,768,-67
2020-08-01,3439,770,2917,1050,46,12,476,-292
2020-08-15,4015,576,3519,602,47,1,449,-27
2020-08-29,4980,965,4320,801,60,13,600,151
2020-09-02,5527,547,4628,308,73,13,826,226
