date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-28,3,3,0,0,0,0,3,3
2020-04-11,19,16,4,4,5,5,10,7
2020-04-25,37,18,7,3,5,0,25,15
2020-05-09,65,28,19,12,5,0,41,16
2020-05-23,105,40,40,21,8,3,57,16
2020-06-06,142,37,94,54,11,3,37,-20
2020-06-20,179,37,121,27,12,1,46,9
2020-07-04,192,13,147,26,12,0,33,-13
2020-07-18,228,36,163,16,12,0,53,20
2020-08-01,254,26,188,25,12,0,54,1
2020-08-15,331,77,240,52,13,1,78,24
2020-08-23,361,30,276,36,14,1,71,-7
